X,Y
-0.674604778,1.011075456
-0.563757912,0.34987066
0.820247937,1.16652515
-1.784060289,0.413540761
-0.827770406,-1.015409026
-1.305111602,-0.415969394
-1.463470877,-1.157474514
-1.269394272,-1.502153644
-0.790225108,0.833390902
-0.785395734,1.066802312
-1.632683312,0.734474059
-1.697693205,1.187793469
-1.046954571,0.555399126
0.826804086,1.042458215
-2.063878218,-0.990849618
-1.155812251,0.642413656
-1.458118844,-1.03503464
0.235474497,-0.077195849
-0.69559267,0.82809597
1.672518045,0.068506739
1.043976235,1.262329156
0.717360598,0.783537797
0.672335583,-0.092321219
-0.578465891,-0.364452532
0.633986083,0.340109052
0.169391489,-0.494730356
-1.025259859,0.999376731
0.529635985,1.54501538
-0.220275466,-0.691974502
-1.045763774,1.008675723
-1.177853042,-1.521739232
-0.85124046,1.427160913
-0.926232142,-0.95665539
1.518549204,1.485828366
-0.91091472,1.486870848
-1.049720232,0.252685085
0.020591333,-0.084232733
-0.094934493,-1.020067942
1.022272742,1.222226549
-0.399503586,-0.891358411
0.427539788,-0.068110744
-1.297025344,-0.920881471
-1.512911105,-0.646769115
-1.232883569,-1.440473437
0.755712336,1.187222521
-0.210256231,0.94015521
1.255280625,0.899796205
0.656135234,0.352993837
0.840401096,-0.439775046
-0.316002313,-0.226184812
0.306641343,1.028467897
-1.432226972,-1.356902813
-1.575860128,-1.263444042
-0.966436117,0.515305419
-0.592158335,-0.207713072
-1.313346994,0.869321305
-0.575889346,-1.120417636
1.12596607,0.955832325
-1.038668845,-0.912568178
-0.775589376,-0.52841253
0.784154884,1.279161234
-0.408284264,0.023375428
-0.04744404,0.275104718
-0.796379908,1.044053265
-0.468379629,-1.284356691
1.378734069,0.887743639
-1.878311846,-1.296951278
0.835887905,1.070516735
-1.124051741,-1.319377585
1.34796384,0.467253712
-1.720826222,0.600768576
-1.030274024,0.406721859
0.682884876,1.424467326
0.99294305,1.072417676
-1.942571382,-0.944325139
0.134207178,0.596873654
-0.655001568,-0.839668232
0.328090753,0.05804231
-0.536979028,0.967470847
0.689750646,0.661211446
-1.100172556,-1.410885648
-0.761929643,1.19018288
-0.899270397,1.148330342
-0.504872048,-0.415890112
-0.015003903,0.53987192
1.021389581,-0.654464554
0.847417814,-0.606491578
-1.210080496,-1.637607751
-0.402959953,0.174106124
0.512730308,-0.555671619
-0.540194236,0.751356697
1.741660719,1.07390249
-0.698243297,0.681622436
-1.176575049,-2.370764375
1.12885466,1.273979726
-0.387551558,0.859529229
0.388996289,-0.333974259
1.659960422,1.383648373
1.353847583,0.790111406
0.209849237,1.202920508
-0.84169895,-0.82934401
0.181053739,-0.308164541
-0.794162977,-1.434075406
-1.362531928,-1.503240366
-0.195819098,0.832168678
-0.746196159,0.421951466
-0.767821586,0.877848928
0.427239363,0.039398059
1.299872387,0.792676096
0.690473075,0.453665169
-1.166816801,0.574472892
0.479717906,1.351539146
-0.030708722,0.771004225
-1.530621069,-0.414357368
1.494846818,1.294868679
-1.529933033,0.486911665
-0.791591352,-0.874406906
0.669713487,0.853150129
-0.652287323,0.252280769
-2.029879018,-0.886832013
-0.608966431,-0.875407642
0.688577568,1.691369674
0.530450807,-0.080966176
-0.872074148,-0.215799049
-0.726254031,-0.095733126
-1.795842303,-0.840033193
-1.148845417,0.294128368
0.840401532,0.407720096
-1.354901165,1.492587269
0.731207769,0.892935222
-1.266131201,1.505988633
0.287677721,1.274670721
-1.907382983,-1.242754585
-1.611901326,0.981369635
0.989053244,0.667886091
-1.224557487,1.009608051
0.973456177,0.601437577
-1.386537575,0.59547603
0.086191989,1.929021788
0.140880466,-0.384343083
-1.016095632,2.071335408
-0.312555537,-0.067335543
0.938822635,1.511601113
-0.847493144,-0.090530397
-0.910314911,-1.022771593
-0.652867323,-0.536752527
-1.436997057,-0.858332258
0.209548098,-0.691309659
-1.60656644,-1.342708025
-0.983347425,-0.654443917
-0.140198639,0.025274404
-1.54807233,0.862766363
1.072415149,0.425015769
-1.164274847,0.193902603
-1.599495245,-1.88588111
-0.303449697,0.014323751
1.314305717,1.0016969
-1.341041887,0.977462158
-0.798312122,1.763281708
0.069726342,0.170173134
-0.217507295,-0.552522524
-1.1391015,-1.105059998
0.276335717,0.414993002
-1.474582809,-0.630888473
-1.226267515,0.085604156
-0.630855191,1.611976844
-1.820915495,1.136621757
-0.410770001,0.50265733
0.064819607,0.654423078
0.426263385,-0.069754542
1.191816429,1.304608616
-1.756548197,-1.400037111
-0.948183457,0.829383597
0.075003073,0.285764147
-0.289628281,-1.000531419
0.992340814,1.170618281
-0.581785609,0.120172891
0.281354153,-0.720925945
-1.058974305,-0.490114054
-1.091303578,-1.049447251
0.731658683,0.976344717
-1.006685967,1.369632672
1.235750961,1.039789939
1.126198767,0.553094375
1.310418174,1.585830803
-1.174091881,0.770368267
0.692195096,1.746797858
0.840955713,0.272586615
-0.87089298,-0.044267424
-1.201674413,0.707797933
-1.059358888,1.182142815
0.868673187,0.657328505
-0.174297068,-0.136036238
1.063878923,0.856302212
0.865323912,0.666231656
0.906893346,1.39608051
0.213300824,-1.0332661
0.302532641,0.183357826
0.359172591,0.778006052
-2.007821826,-0.819325425
0.440432093,1.00840194
0.939834298,1.484984713
1.070427942,1.104481466
-0.516360894,-0.19701902
-0.406388406,-1.397088468
-0.91749736,1.751924365
-1.204211818,1.181469043
-0.551445983,0.379963339
-0.421307197,0.321850721
0.94682618,0.693919808
1.288059187,0.27236978
0.079841764,-0.180801421
-1.227411243,0.632893806
-0.359657427,1.178238963
-0.724632763,0.396326473
0.860944164,0.245798287
-0.181429626,0.550100282
-1.676078456,0.20004987
0.004725009,0.803641722
0.556520168,0.337674247
-0.391858717,-0.260482349
-0.196627507,1.272843786
-1.41973341,0.431619243
-0.514811213,-2.1516331
-1.058548129,-0.957721047
1.2221838,0.947753227
-1.211514797,-1.097529162
-0.527905532,0.874629534
-0.996117445,-0.762848106
-0.795798139,-1.823383185
-0.534515551,0.551704312
-1.098793463,-1.487816479
-1.309284567,0.947136454
0.972268119,0.951712626
-1.097627306,-0.799573037
-1.413102146,1.113623482
0.950256704,1.45907772
-1.344565988,1.250104134
-1.41360105,1.086739232
-0.506643919,-1.105397111
0.09372374,0.439487566
-0.597132877,-0.38126617
0.235852381,1.174276214
0.385573775,-0.292961517
1.386065766,1.51349584
-1.422541708,1.457659446
0.879519908,0.492394901
0.67348118,0.37748622
-1.403830417,1.590611665
1.234479194,0.740895414
-1.295408654,-0.275549527
0.465013334,0.771932641
-1.734685537,-1.705495476
0.914205928,0.822317719
-1.418570426,-1.080365091
0.56982475,0.844308201
-0.229343482,-0.197133436
-1.317214609,1.30598868
-0.63346608,-0.973483485
0.399583688,0.393977122
1.48082923,0.795976388
-0.285444942,-0.163233525
-1.108908923,-0.316782473
-1.256190424,-0.87854304
-0.894330313,1.959469035
-1.901897072,1.169594434
-1.408943461,-1.190942929
-0.524317428,0.405371919
1.260334674,1.157344506
-0.046448483,0.184769326
-1.083274152,-1.363441819
1.33623475,0.46497477
-0.639745838,-0.964782921
-0.917233528,0.826529608
-1.17309044,-1.199726242
-0.361534349,-0.3102974
-0.346462234,0.242662136
-0.833128749,-0.936072188
-1.424965821,1.107146417
-0.332803348,0.694356568
-0.898476105,1.202370445
-0.430714973,1.095173656
-1.197635285,-0.918397707
-0.676007321,0.503692204
-1.117740451,-1.082010153
-0.995342808,1.324015192
-0.365915827,-0.776827171
0.057110442,0.180895214
-0.571718249,0.436228519
-1.650940615,-0.639865923
-0.982104969,0.29485238
-1.361413624,0.791048039
-1.249439332,-1.211786946
-1.239716256,1.49083738
-0.017677268,-0.525642074
0.94020374,0.865994104
2.036762514,0.52299288
0.506986165,-0.485969179
-0.450096906,-0.695146994
0.791381811,1.216666663
-0.319002363,-0.751090571
1.289491509,0.293219466
-0.329789817,1.234586687
-0.204989627,0.007865622
2.016689028,0.980984282
0.128674087,1.084950369
-1.296348835,-1.231405285
-0.229862312,-0.531284483
0.70646788,0.765464809
-1.10091652,0.863987621
0.199738455,0.150153447
-0.5817227,-0.737998934
0.412062917,1.746158806
0.713153339,0.821227684
-0.402497787,0.954423331
-0.496972503,0.023474286
-0.611831795,-2.195028592
